Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Mundo Hispánico,mundohispanico,279933092023507,4587858,2020-09-30 00:15:21 EDT,Photo,318,841,36,6,7,75,1,6,2,,0,0,0,N/A,https://www.facebook.com/mundohispanico/posts/4317949528221823,Revelan quién fue el gran 'PERDEDOR' del primer debate entre Trump y Biden y no es quien usted imagina 👉🏻 https://bit.ly/3jm7cEk:=:https://mundohispanico.com/quien-gano-primer-debate/,https://www.facebook.com/mundohispanico/photos/a.627444820605664/4317949318221844/?type=3,,MUNDO HISPANICO ÚLTIMA HORA,,,,,"1,292","1,292"
Mundo Hispánico,mundohispanico,279933092023507,4569896,2020-08-18 22:17:59 EDT,Photo,715,406,32,84,3,21,4,11,6,,0,0,0,N/A,https://www.facebook.com/mundohispanico/posts/4174572692559508,JLO sorprende al aparecer junto a JOE BIDEN para hacer anuncio 👉🏻 https://bit.ly/3kU1VF0:=:https://mundohispanico.com/jlo-foro-joe-biden/,https://www.facebook.com/mundohispanico/photos/a.627444820605664/4174571709226273/?type=3,,,,,,,"1,282","1,282"
El Nuevo Día,elnuevodia,5996048750,2248571,2020-10-04 16:41:38 EDT,Link,315,706,33,46,4,167,1,5,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158272244188751,El exvicepresidente está por detrás de Donald Trump en las encuestas sobre intención de voto en esta población,https://www.elnuevodia.com/noticias/estados-unidos/notas/biden-viaja-por-primera-vez-a-miami-para-recuperar-terreno-entre-los-cubanos/?utm_medium=Social&utm_source=Facebook#Echobox=1601841275,,,Biden viaja por primera vez a Miami para recuperar terreno entre los cubanos,,,,"1,280","1,280"
El Nuevo Día,elnuevodia,5996048750,2247942,2020-09-27 11:01:07 EDT,Link,606,328,39,103,5,139,1,20,5,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158255200678751,El actor llevó a cabo una conversación virtual con los candidatos por el Partido Demócrata en las próximas elecciones generales en Estados Unidos,https://www.elnuevodia.com/entretenimiento/farandula/notas/dwayne-johnson-the-rock-anuncia-que-votara-por-joe-biden-y-kamala-harris/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1601218516,,,"Dwayne Johnson ""The Rock"" anuncia que votará por Joe Biden y Kamala Harris",El actor llevó a cabo una conversación virtual con los candidatos por el Partido Demócrata en las próximas elecciones generales en Estados Unidos,,,"1,246","1,246"
El Nuevo Día,elnuevodia,5996048750,2247983,2020-09-15 17:10:54 EDT,Link,342,547,104,43,6,159,0,4,5,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158227270668751,"Al llegar a Florida, el candidato presidencial demócrata presenta su plan para Puerto Rico en el que que reafirma su respaldo a un proceso de “libre determinación”",https://www.elnuevodia.com/corresponsalias/washington-dc/notas/joe-biden-apoyara-acceso-igual-de-puerto-rico-en-asistencia-nutricional-y-esta-abierto-a-reformar-la-ley-promesa/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1600203576,,,Joe Biden apoyará acceso igual de Puerto Rico en asistencia nutricional y está abierto a reformar la ley Promesa,"Al llegar a Florida, el candidato presidencial demócrata presenta su plan para Puerto Rico en el que que reafirma su respaldo a un procso de “libre determinación”",,,"1,210","1,210"
El Nuevo Herald,elnuevoherald,126339201288,392918,2020-08-29 13:41:37 EDT,Link,438,393,177,95,3,65,8,23,7,,0,0,0,N/A,https://www.facebook.com/elnuevoherald/posts/10158923633466289,El apoyo de Trump a la causa del rescate de la democracia en el país sudamericano y el tema económico en Estados Unidos son dos de los factores que inclinan a los electores venezolanos a votar para que el presidente estadounidense tenga otro periodo de cuatro años,https://trib.al/cKqNw3e,https://www.elnuevoherald.com/noticias/sur-de-la-florida/article245333980.html,,"Dos de cada tres venezolanos en Florida votarían por Trump, según encuesta","El 66% de los venezolanoamericanos de Florida votaría por la reelección del presidente Donald Trump frente al 34% que sufragaría por el candidato demócrata Joe Biden, según una encuesta divulgada este viernes.",,,"1,209","1,209"
Viva Noticias,VivaNoticiasNET,786329158144679,994058,2020-08-21 15:05:17 EDT,Link,449,445,118,37,13,136,3,1,2,,0,0,0,N/A,https://www.facebook.com/VivaNoticiasNET/posts/3030294400414799,#VIDEO | Un grupo que tiene una amplia tradición republicana,https://vivanoticias.net/votantes-cubanos-se-arrepienten-de-votar-por-trump/,,,Votantes cubanos se arrepienten de votar por Trump,"Un grupo de votantes cubanos comentaron para MSNBC este viernes que estaban arrepentidos de haber votado por el presidente Donald Trump y que ahora estarían considerando a Joe Biden, pese a ser republicanos.",,,"1,204","1,204"
NTN24,NTN24,137499236261483,1836438,2020-10-17 11:20:25 EDT,Link,259,453,24,34,10,169,6,220,1,,0,0,0,N/A,https://www.facebook.com/NTN24/posts/3838954782782558,"Rodríguez y López son estadounidenses de padres dominicanos y puertorriqueños respectivamente, e importantes modelos a seguir para la comunidad latina en el país",https://www.ntn24america.com/tendencias/jlo-y-arod-manifiestan-su-apoyo-al-candidato-democrata-joe-biden-126934,https://www.ntn24.com/tendencias/jlo-y-arod-manifiestan-su-apoyo-al-candidato-democrata-joe-biden-126934,,JLo y ARod manifiestan su apoyo al candidato demócrata Joe Biden,"Rodríguez y López son estadounidenses de padres dominicanos y puertorriqueños respectivamente, e importantes modelos a seguir para la comunidad latina en el país",,,"1,176","1,176"
Mundo Hispánico,mundohispanico,279933092023507,4581163,2020-09-18 10:30:00 EDT,Photo,529,465,30,37,8,77,1,1,4,,0,0,0,N/A,https://www.facebook.com/mundohispanico/posts/4278573772159399,MEJOR QUE EL CHEQUE DE TRUMP. Biden promete AYUDA para las familias e informa quiénes serían los beneficiados: https://bit.ly/33LLnHI:=:https://mundohispanico.com/biden-ayuda-de-300/,https://www.facebook.com/mundohispanico/photos/a.283719258311557/4278572018826241/?type=3,,,,,,,"1,152","1,152"
NTN24,NTN24,137499236261483,1836524,2020-10-15 07:51:39 EDT,Link,248,212,282,6,61,24,3,276,1,,0,0,0,N/A,https://www.facebook.com/NTN24/posts/3833063083371728,"Un artículo del New York Post, que pretendía exponer supuestos tratos corruptos del candidato a la presidencia de Estados Unidos Joe Biden y su hijo en Ucrania, fue bloqueado por las redes sociales Facebook y Twitter",https://bit.ly/354rA6Z,https://www.ntn24.com/internacional/estados-unidos/facebook-y-twitter-censuran-un-articulo-que-pretendia-exponer-supuestos,,Facebook y Twitter censuran un artículo que pretendía exponer supuestos tratos corruptos de Biden,El New York Post dijo que había obtenido una computadora abandonada por Hunter Biden que implicaba a su padre en sus asuntos comerciales en Ucrania,,,"1,113","1,113"
NTN24,NTN24,137499236261483,1836151,2020-10-20 22:40:16 EDT,Link,729,199,51,98,9,17,0,1,4,,0,0,0,N/A,https://www.facebook.com/NTN24/posts/3848102188534484,A dos semanas de las elecciones: Trump sigue de gira y Biden se queda en casa,https://bit.ly/34h7gje,https://www.ntn24.com/internacional/estados-unidos/dos-semanas-de-las-elecciones-trump-sigue-de-gira-y-biden-se-queda-en,,A dos semanas de las elecciones: Trump sigue de gira y Biden se queda en casa,"Después de dos grandes mítines el lunes en Arizona, el mandatario republicano, de 74 años, se dirigía el martes a Pensilvania, un estado clave para ganar la reelección",,,"1,108","1,108"
El Nuevo Día,elnuevodia,5996048750,2248217,2020-10-15 08:50:41 EDT,Link,260,639,35,34,1,117,0,11,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158297890373751,Joe Biden busca el voto de los boricuas en dos estados claves.,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/joe-biden-se-dirige-a-los-residentes-de-puerto-rico-para-que-movilicen-a-las-urnas-a-sus-familiares-de-florida-y-pensilvania/?utm_medium=Social&utm_source=Facebook#Echobox=1602764379,,,Biden se dirige a los residentes de Puerto Rico para que movilicen a las urnas a sus familiares,,,,"1,100","1,100"
Univision,univision,259955926518,5907241,2020-08-18 08:50:01 EDT,Link,535,320,37,84,7,63,5,14,5,,0,0,0,N/A,https://www.facebook.com/univision/posts/10158211321016519,La ex primera dama Michelle Obama lanzó una dura e inédita crítica al liderazgo del presidente Trump. #Destino2020 #DemConvention,https://www.univision.com/noticias/si-creen-que-las-cosas-no-empeoraran-creanme-que-sucedera-michelle-obama-advierte-de-los-efectos-de-reelegir-a-trump-video?333&utm_campaign=Univision&utm_medium=social&utm_source=facebook,,,"“Si creen que las cosas no empeorarán, créanme que sucederá“: Michelle Obama advierte de los efectos de reelegir a Trump","La ex primera dama Michelle Obama lanzó una dura e inédita crítica al liderazgo del presidente Trump durante su discurso en el inicio de la Convención Demócrata, en el que llamó a hacer un cambio y optar por Joe Biden como la persona capaz de rescatar al país de la pandemia y crisis económic...",,,"1,070","1,070"
El Nuevo Día,elnuevodia,5996048750,2248197,2020-10-21 11:30:50 EDT,Link,292,540,20,62,2,110,0,13,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158311413353751,"Será una actividad pequeña, en donde los asistentes lo escucharán desde sus autos para preservar el distanciamiento social.",https://www.elnuevodia.com/noticias/estados-unidos/notas/barack-obama-realiza-su-primer-acto-presencial-en-apoyo-a-joe-biden/?utm_medium=Social&utm_source=Facebook#Echobox=1603291475,,,Barack Obama realiza su primer acto presencial en apoyo a Joe Biden,,,,"1,042","1,042"
El Nuevo Día,elnuevodia,5996048750,2248197,2020-10-21 16:40:52 EDT,Link,238,345,46,17,16,339,2,25,4,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158311999318751,El exgobernador respalda al candidato presidencial demócrata y dice que puede ayudar en Florida y Pensilvania.,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/carlos-romero-barcelo-ofrece-su-ayuda-a-joe-biden-en-la-etapa-final-de-la-campana/?utm_medium=Social&utm_source=Facebook#Echobox=1603308626,,,Carlos Romero Barceló ofrece su ayuda a Joe Biden en la etapa final de la campaña,,,,"1,032","1,032"
El Nuevo Día,elnuevodia,5996048750,2248265,2020-10-18 07:31:16 EDT,Link,172,589,64,38,3,139,0,11,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158304350373751,"El Nuevo Día endosa la propuesta del exvicepresidente Joe Biden para Puerto Rico ratificando, además, que estamos del lado del avance de nuestros valores democráticos más sagrados: el respeto a la dignidad humana sin importar raza, credo o condición económica.",https://www.elnuevodia.com/opinion/editorial/el-plan-de-joe-biden-para-puerto-rico/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1603019808,,,El plan de Joe Biden para Puerto Rico,"El Nuevo Día endosa la propuesta del exvicepresidente Joe Biden para Puerto Rico ratificando, además, que estamos del lado del avance de nuestros valores democráticos ...",,,"1,019","1,019"
Telemundo PR,telemundopr,143249035722258,2063110,2020-10-17 08:49:22 EDT,Link,557,305,23,52,4,62,3,9,2,,0,0,0,N/A,https://www.facebook.com/telemundopr/posts/3511544648892663,"“La comunidad latina va a determinar lo que va a pasar en esta elección”, afirmó Jennifer López. https://trib.al/DlQlyq0:=:https://www.telemundopr.com/entretenimiento/entretenimiento-destacados/j-lo-y-a-rod-dan-su-apoyo-a-biden-en-charla-virtual-con-el-candidato-democrata-y-su-esposa/2140007/",https://trib.al/DlQlyq0,https://www.telemundopr.com/entretenimiento/entretenimiento-destacados/j-lo-y-a-rod-dan-su-apoyo-a-biden-en-charla-virtual-con-el-candidato-democrata-y-su-esposa/2140007/,,J.Lo y A-Rod apoyan a Biden en charla virtual con el candidato demócrata y su esposa,,,,"1,017","1,017"
El Nuevo Día,elnuevodia,5996048750,2247952,2020-09-16 09:31:14 EDT,Link,273,501,83,29,7,99,0,10,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158228881553751,Reaccionan al plan para Puerto Rico de Joe Biden.,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/la-campana-de-donald-trump-dice-que-joe-biden-no-hace-nada-para-abordar-la-corrupcion-que-ahoga-a-la-isla/?utm_medium=Social&utm_source=Facebook#Echobox=1600261965,,,Trump dice que Biden “no hace nada para abordar la corrupción que ahoga a la Isla”,,,,"1,005","1,005"
El Nuevo Día,elnuevodia,5996048750,2248357,2020-09-28 23:59:50 EDT,Photo,211,354,145,4,8,7,163,86,0,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158258891863751,¿En qué quedó la alerta nacional por la violencia de género? | Esta es nuestra portada para el 29 de septiembre de 2020. Mantente al día con las últimas noticias en endi.com.,https://www.facebook.com/elnuevodia/photos/a.376657543750/10158258891118751/?type=3,,"MUNDIALES Biden Trump: Los candidatos ala presidencia EE.UU. enfrentan ene primer debate PAGINA32 ELNUEVO MARTES Justina FLASH Machado La actriz despliega su sabor boricua en ""Dancing With The Stars"" PÁGINAS 18-19 Inuevodia.com ¿En qué quedó la alerta nacional por la violencia de género? Amás año de que la gobernadora Wanda Vázque declaró una alerta por violencia de género, su oficina yla Oficina del Procuradora las Mujeres mantienen engavetado borrador del plan de acción elaborado presentado organizaciones feministas PAGINAS4-5 ROSIMAR RODRÍGUEZ Hallan muerta joven secuestrada Pronto venimos CON TO' LOS POWERS TARJETA QATH MC9 PAGA Classicare 6363011012341234123 Pueblo 1060 Original",,,,,978,978
El Nuevo Día,elnuevodia,5996048750,2248500,2020-09-29 23:17:05 EDT,Link,380,356,51,72,2,100,0,13,3,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158261188013751,Las artistas latinas participaron de un conversatorio virtual que incluyó a Nancy Pelosi y Nydia Velázquez,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/eva-longoria-y-america-ferrera-exhortan-a-los-boricuas-y-demas-hispanos-a-votar-en-estas-elecciones-por-joe-biden/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1601434745,,,Eva Longoria y América Ferrera exhortan a los boricuas y demás hispanos a votar en estas elecciones por Joe Biden,Las artistas latinas participaron de un conversatorio virtual que incluyó a Nancy Pelosi y Nydia Velázquez,,,977,977
Mundo Hispánico,mundohispanico,279933092023507,4570051,2020-08-19 22:58:56 EDT,Live Video Complete,557,188,68,126,1,11,0,13,12,original,33781,38190,0,00:15:07,https://www.facebook.com/mundohispanico/posts/395681348069404,EN VIVO: Kamala Harris acepta su nominación como Vicepresidenta y se dirige a la nación https://bit.ly/32awpKi:=:https://mundohispanico.com/obama-discurso-contra-trump/,https://www.facebook.com/mundohispanico/videos/395681348069404/,,,EN VIVO: Kamala Harris acepta su nominación como Vicepresidenta y se dirige a la nación,,,,976,976
Mundo Hispánico,mundohispanico,279933092023507,4591886,2020-10-10 11:00:03 EDT,Photo,397,458,29,60,3,10,1,3,13,,0,0,0,N/A,https://www.facebook.com/mundohispanico/posts/4353943814622394,"""HABLO EN SERIO"". En plena batalla contra TRUMP por la presidencia, BIDEN sorprende con lo que dijo de los LATINOS: https://bit.ly/30TOVqG:=:https://mundohispanico.com/biden-latinos-futuro-estados-unidos/",https://www.facebook.com/mundohispanico/photos/a.283719258311557/4353943334622442/?type=3,,,,,,,974,974
Mundo Hispánico,mundohispanico,279933092023507,4593467,2020-10-22 20:55:50 EDT,Live Video Complete,196,634,72,38,7,15,0,9,3,original,26900,28949,0,01:41:35,https://www.facebook.com/mundohispanico/posts/2409844129319769,EN VIVO: ÚLTIMO DEBATE PRESIDENCIAL. Biden VS Trump... ¿QUIÉN OFRECERÁ LAS MEJORES PROPUESTAS? ¿Quién ganará? Síguelo aquí,https://www.facebook.com/mundohispanico/videos/2409844129319769/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fmundohispanico%2Fvideos%2F2409844129319769%2F,,EN VIVO: ÚLTIMO DEBATE PRESIDENCIAL. Biden VS Trump,,,,974,974
El Nuevo Día,elnuevodia,5996048750,2248215,2020-10-14 01:14:59 EDT,Photo,263,351,92,38,3,204,1,5,4,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158295230508751,"Entrevista exclusiva con Joe Biden: ""No más discrimen con Puerto Rico"" | Esta es nuestra portada para el 14 de octubre de 2020. Mantente al día con las últimas noticias en endi.com.",https://www.facebook.com/elnuevodia/photos/a.376657543750/10158295229793751/?type=3,,"NEGOCIOS muiica demanda por vitaminas minerales AGINA3 FLASH &CULTURA ELNUEVO MIÉRCOLES ""McCondo"" La sátira política boricua llega al pantalla grande PÁGINA 4 ENTREVISTA EXCLUSIVA CON JOE BIDEN ""No más discrimen con Puerto Rico"" candidato demócrata la presidencia de esboza su Estados Unidos habla Nuevo sobre cómo cambiar Promesa detalla su para lograr equidad los iniciativas para incentiva desarrollo beneficiosdesaludy asistencia alimentaria economico boricua que reciben OS puertorriqueños PUERTORICOHO PAGINAS4-5 PUERTO HOY Alerta ante la pandemia: En 70% la ocupación hospitalaria en unidades de intensivo PÁGINA6",,,,,961,961
El Nuevo Herald,elnuevoherald,126339201288,392812,2020-09-21 11:02:42 EDT,Link,242,436,68,46,2,145,0,17,2,,0,0,0,N/A,https://www.facebook.com/elnuevoherald/posts/10158987137961289,El presidente Trump tiene un fuerte apoyo entre los electores cubanoamericanos de Miami. Pero una caravana de Cubanos con Biden en Hialeah destacó a los partidarios hispanos del candidato demócrata.,https://trib.al/DoO9vBd,https://www.elnuevoherald.com/noticias/sur-de-la-florida/article245889250.html,,‘No nos van a manipular’. Grietas en la base cubanoamericana de Trump,Lea esta noticia en inglés en el Miami Herald.,,,958,958
El Nuevo Herald,elnuevoherald,126339201288,392847,2020-10-09 11:03:00 EDT,Link,217,347,50,66,14,238,4,18,1,,0,0,0,N/A,https://www.facebook.com/elnuevoherald/posts/10159034719481289,"El candidato demócrata a la Presidencia, Joe Biden, tiene el apoyo del 63 % de los posibles votantes latinos, comparado con un 29 % que se inclina por la reelección del presidente Donald Trump, según una encuesta publicada este viernes por el Centro Pew.",https://trib.al/wOeb5ZK,https://www.elnuevoherald.com/noticias/elecciones/article246335665.html,,"Biden ventaja por 34 puntos a Trump entre los votantes latinos, según Pew",,,,955,955
